DATADOACAO,FORNECEDOR,DESTINO,ESTADO/MUNICIPIO,TIPO,QUANTIDADE,VALOR,DESTINATARIO,UF,DATA DE ENTREGA
24/07/2020,VYAIRE,BAHIA,ESTADO,UTI,5, 300.000,SALVADOR - Secretaria Estadual de Saude ,BA,07/08/2020
24/07/2020,KTK,BAHIA,ESTADO,TRANSPORTE,14, 280.000,SALVADOR - Secretaria Estadual de Saude ,BA,07/08/2020
24/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,3, 60.000,SANTALUZ - Secretaria Municipal de Saude ,BA,07/08/2020
24/07/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,3, 180.000,SENTO SE - Secretaria Municipal de Saude ,BA,07/08/2020
24/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,2, 40.000,SENTO SE - Secretaria Municipal de Saude ,BA,07/08/2020
24/07/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,1, 60.000,VALENTE - Secretaria Municipal de Saude ,BA,07/08/2020
24/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1, 20.000,VALENTE - Secretaria Municipal de Saude ,BA,07/08/2020
31/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,2, 40.000,SMS de Amargosa,BA,08/08/2020
31/07/2020,LEISTUNG,BAHIA,MUNICIPIO,UTI,1, 60.000,SMS de Coracao De Maria,BA,08/08/2020
31/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1, 20.000,SMS de Coracao De Maria,BA,08/08/2020
31/07/2020,LEISTUNG,BAHIA,MUNICIPIO,UTI,1, 60.000,SMS de Jandaira,BA,08/08/2020
31/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1, 20.000,SMS de Jandaira,BA,08/08/2020
31/07/2020,LEISTUNG,BAHIA,MUNICIPIO,UTI,6, 360.000,SMS de Miguel Calmon,BA,08/08/2020
31/07/2020,LEISTUNG,BAHIA,MUNICIPIO,UTI,2, 120.000,SMS de Monte Santo,BA,08/08/2020
31/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,3, 60.000,SMS de Monte Santo,BA,08/08/2020
31/07/2020,LEISTUNG,BAHIA,MUNICIPIO,UTI,2, 120.000,SMS de Muritiba,BA,08/08/2020
31/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1, 20.000,SMS de Muritiba,BA,08/08/2020
31/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,2, 40.000,SMS de Riacho De Sanatana,BA,08/08/2020
31/07/2020,LEISTUNG,BAHIA,MUNICIPIO,UTI,1, 60.000,SMS de Umburanas,BA,08/08/2020
31/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1, 20.000,SMS de Umburanas,BA,08/08/2020
31/07/2020,LEISTUNG,BAHIA,MUNICIPIO,UTI,2, 120.000,SMS de Valenca,BA,08/08/2020
31/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1, 20.000,SMS de Valenca,BA,08/08/2020
31/07/2020,LEISTUNG,BAHIA,MUNICIPIO,UTI,5, 300.000,SMS de Vitoria Da Conquista,BA,08/08/2020
31/07/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,5, 100.000,SMS de Vitoria Da Conquista,BA,08/08/2020
03/08/2020,LEISTUNG,BAHIA,MUNICIPIO,UTI,6, 360.000,SMS de Euclides Da Cunha,BA,08/08/2020
03/08/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,6, 120.000,SMS de Feira De Santana,BA,08/08/2020
09/08/2020,LEISTUNG,BAHIA,ESTADO,UTI,10, 600.000,SECRETARIA ESTADUAL DE SAUDE BAHIA ALMOX,BA,14/08/2020
14/08/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,1, 48.290,SMS de Santa Teresinha,BA,18/08/2020
14/08/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,1, 60.000,SMS de Santa Teresinha,BA,18/08/2020
14/08/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,1, 48.290,SMS de Serra Dourada,BA,18/08/2020
14/08/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,2, 120.000,SMS de Serra Dourada,BA,18/08/2020
14/08/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,20, 1.200.000,SMS de Juazeiro,BA,18/08/2020
14/08/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,10, 600.000,SMS de Senhor Do Bonfim,BA,18/08/2020
14/08/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,1, 48.290,SMS de Serra Do Ramalho,BA,18/08/2020
14/08/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,2, 120.000,SMS de Serra Do Ramalho,BA,18/08/2020
14/08/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,5, 241.450,SMS de Feira De Santana,BA,18/08/2020
14/08/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,5, 300.000,SMS de Feira De Santana,BA,18/08/2020
14/08/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2, 96.580,SECRETARIA MUNICIPAL DE SAUDE DE NAZARE,BA,18/08/2020
14/08/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,10, 600.000,SMS de Bom Jesus Da Lapa,BA,18/08/2020
21/08/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,1, 48.290,SMS de Central,BA,25/08/2020
21/08/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,2, 120.000,SMS de Central,BA,25/08/2020
21/08/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,1, 48.290,SMS de Canapolis,BA,27/08/2020
21/08/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,2, 120.000,SMS de Canapolis,BA,27/08/2020
21/08/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,2, 120.000,SMS de Uaua,BA,28/08/2020
21/08/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2, 96.580,SMS de Quixabeira,BA,25/08/2020
21/08/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2, 96.580,SMS de Governador Mangabeira,BA,26/08/2020
21/08/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,2, 120.000,SMS de Urandi,BA,27/08/2020
21/08/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,2, 120.000,SECR MUN DE SAUDE DE SAO FELIX BA,BA,26/08/2020
21/08/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2, 96.580,SECRETARIA MUNICIPAL DE SAUDE DE NAZARE,BA,26/08/2020
21/08/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2, 96.580,SMS de Mutuipe,BA,26/08/2020
21/08/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,2, 120.000,SMS de Araci,BA,25/08/2020
21/08/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2, 96.580,SMS de Araci,BA,25/08/2020
21/08/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2, 96.580,SMS de Ipecaeta,BA,26/08/2020
21/08/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,3, 144.870,SMS de Livramento De Nossa Senhora,BA,27/08/2020
21/08/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,4, 240.000,SMS de Livramento De Nossa Senhora,BA,27/08/2020
27/08/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2, 96.580,SMS de Maragogipe,BA,31/08/2020
27/08/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2, 96.580,SMS de Santanopolis,BA,31/08/2020
27/08/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2, 96.580,SMS de Candeal,BA,31/08/2020
27/08/2020,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,2, 96.580,SMS de Vera Cruz,BA,31/08/2020
27/08/2020,MAGNAMED,BAHIA,MUNICIPIO,UTI,3, 180.000,SMS de Vera Cruz,BA,31/08/2020
03/09/2020,MAGNAMED,BAHIA,MUNICIPIO,UTI,2, 120.000,SMS de Serrolandia,BA,09/09/2020
21/09/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1, 20.000,SMS de Baianopolis,BA,28/09/2020
21/09/2020,LEISTUNG,BAHIA,MUNICIPIO,UTI,1, 60.000,SECRETARIA MUNICIPAL DE SAUDE DE NAZARE,BA,28/09/2020
21/09/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1, 20.000,SMS de Nova Soure,BA,28/09/2020
21/09/2020,LEISTUNG,BAHIA,MUNICIPIO,UTI,2, 120.000,SMS de Nova Soure,BA,28/09/2020
08/10/2020,VYAIRE LTV 2200 USA,BAHIA,ESTADO,TRANSPORTE USA,10, 631.259,70,6o Deposito de Suprimento,BA,17/10/2020
08/10/2020,MAGNAMED,BAHIA,MUNICIPIO,UTI,3, 180.000,Secretaria Municipal de Saude de Vera Cruz,BA,17/10/2020
08/10/2020,MAGNAMED,BAHIA,MUNICIPIO,UTI,2, 120.000,Secretaria Municipal de Saude de Vera Cruz,BA,17/10/2020
20/11/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,3, 60.000,SMS de Vitoria Da Conquista,BA,23/11/2020
20/11/2020,MAGNAMED,BAHIA,MUNICIPIO,UTI,2, 120.000,SMS de Feira De Santana,BA,23/11/2020
07/12/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1, 20.000,SMS de Sao Felix Do Coribe,BA,09/12/2020
07/12/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,2, 40.000,SMS de Coracao De Maria,BA,09/12/2020
07/12/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,2, 40.000,SMS de Sento Se,BA,09/12/2020
07/12/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,2, 40.000,SMS de Sento Se,BA,09/12/2020
07/12/2020,LEISTUNG,BAHIA,MUNICIPIO,UTI,1, 60.000,SMS de Caetite,BA,09/12/2020
07/12/2020,LEISTUNG,BAHIA,MUNICIPIO,UTI,1, 60.000,SMS de Sao Felix Do Coribe,BA,09/12/2020
07/12/2020,LEISTUNG,BAHIA,MUNICIPIO,UTI,2, 120.000,SMS de Sitio Do Mato,BA,09/12/2020
08/12/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1, 20.000,SMS de Tanque Novo,BA,09/12/2020
08/12/2020,LEISTUNG,BAHIA,MUNICIPIO,UTI,1, 60.000,SMS de Tanque Novo,BA,09/12/2020
12/12/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1, 20.000,SMS de Cocos,BA,13/12/2020
12/12/2020,LEISTUNG ,BAHIA,MUNICIPIO,UTI,1, 60.000,SMS de Cocos,BA,13/12/2020
12/12/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1, 20.000,SMS de Santa Maria Da Vitoria,BA,13/12/2020
12/12/2020,LEISTUNG ,BAHIA,MUNICIPIO,UTI,1, 60.000,SMS de Santa Maria Da Vitoria,BA,21/12/2020
18/12/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,10, 600.000,HOSPITAL GERAL DE VITORIA DA CONQUISTA,BA,21/12/2020
18/12/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1, 20.000,SMS de Canudos,BA,21/12/2020
18/12/2020,LEISTUNG ,BAHIA,MUNICIPIO,UTI,1, 60.000,HOSPITAL MUNICIPAL GENARIO RABELO DE ALCANTARA,BA,21/12/2020
18/12/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1, 20.000,SMS de Cansancao,BA,21/12/2020
18/12/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,1, 60.000,HOSPITAL MUNICIPAL SENHORA SANTANA,BA,21/12/2020
18/12/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1, 20.000,SMS de Correntina,BA,21/12/2020
18/12/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,10, 600.000,HOSPITAL REGIONAL DA CHAPADA,BA,23/12/2020
18/12/2020,VYAIRE,BAHIA,ESTADO,UTI,60, 3.600.000,HOSPITAL ESPANHOL,BA,21/12/2020
18/12/2020,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1, 20.000,HOSPITAL MUNICIPAL DR LAURO JOAQUIM DE ARAUJO,BA,23/12/2020
18/12/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,30, 1.800.000,Hospital Geral Ernesto Simoes Filho,BA,23/12/2020
18/12/2020,VYAIRE,BAHIA,MUNICIPIO,UTI,10, 600.000,Hospital Regional de Juazeiro,BA,23/12/2020
07/01/2021,MAGNAMED,BAHIA,MUNICIPIO,UTI,1, 60.000, Hospital Municipal Sao Geraldo -,BA,10/01/2021
07/01/2021,MAGNAMED,BAHIA,MUNICIPIO,TRANSPORTE,1, 48.290,Secretaria Municipal de Saude de Malhada - BA,BA,10/01/2021
22/01/2021,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1, 20.000,HOSPITAL DE CAPIM GROSSO,BA,26/01/2021
22/01/2021,VYAIRE,BAHIA,MUNICIPIO,UTI,1, 60.000,HOSPITAL MUNICIPAL E MATERNIDADE AMALIA,BA,26/01/2021
22/01/2021,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1, 20.000,SAMU 192 RIACHO DE SANTANA,BA,26/01/2021
28/01/2021,VYAIRE,BAHIA,ESTADO,UTI,4, 240.000,HOSPITAL SANTA ISABEL,BA,01/02/2021
28/01/2021,VYAIRE,BAHIA,ESTADO,UTI,4, 240.000,HOSPITAL SANTO ANTONIO,BA,01/02/2021
28/01/2021,KTK,BAHIA,MUNICIPIO,TRANSPORTE,2, 40.000,HOSPITAL SAO JOSE MATERNIDADE SANTA HELE,BA,01/02/2021
28/01/2021,VYAIRE,BAHIA,MUNICIPIO,UTI,10, 600.000,HOSPITAL SAO JOSE MATERNIDADE SANTA HELE,BA,01/02/2021
28/01/2021,VYAIRE,BAHIA,MUNICIPIO,UTI,4, 240.000,HOSPITAL CALIXTO MIDLEJ FILHO,BA,01/02/2021
28/01/2021,VYAIRE,BAHIA,ESTADO,UTI,2, 120.000,HOSPITAL MARTAGAO GESTEIRA,BA,01/02/2021
28/01/2021,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1, 20.000,HOSPITAL NOSSA SENHORA DO BONSUCESSO,BA,01/02/2021
05/02/2021,VYAIRE,BAHIA,MUNICIPIO,UTI,1, 60.000,HOSPITAL MUNICIPAL EDIVAL CARLOS BARRETTO ,BA,08/02/2021
05/02/2021,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1, 20.000,SMS de Santo Amaro,BA,08/02/2021
05/02/2021,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1, 20.000,SMS de Matina,BA,10/02/2021
05/02/2021,VYAIRE,BAHIA,MUNICIPIO,UTI,1, 60.000,HOSPITAL MUNICIPAL HERMENEGILDO C DE CASTRO,BA,10/02/2021
05/02/2021,VYAIRE,BAHIA,MUNICIPIO,UTI,1, 60.000,MATERNIDADE MARIA LUIZA DIAS LAUDANO,BA,08/02/2021
05/02/2021,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1, 20.000,HOSPITAL SAO FRANCISCO E SAO VICENTE,BA,09/02/2021
10/02/2021,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1, 20.000, SMS de Angical ,BA,14/02/2021
10/02/2021,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1, 20.000,SMS de Carinhanha ,BA,13/02/2021
10/02/2021,VYAIRE ,BAHIA,MUNICIPIO,UTI,1, 60.000,HOSPITAL MUNICIPAL DE CARINHANHA,BA,13/02/2021
18/02/2021,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1, 20.000,SMS de Paratinga,BA,23/02/2021
18/02/2021,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1, 20.000,SMS de Igapora,BA,23/02/2021
18/02/2021,VYAIRE,BAHIA,MUNICIPIO,UTI,1, 60.000,SMS de Igapora,BA,23/02/2021
18/02/2021,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1, 20.000,SMS de Iuiu,BA,23/02/2021
18/02/2021,VYAIRE,BAHIA,MUNICIPIO,UTI,1, 60.000,SMS de Iuiu,BA,23/02/2021
18/02/2021,VYAIRE,BAHIA,MUNICIPIO,UTI,5, 300.000,SMS de Paulo Afonso,BA,23/02/2021
18/02/2021,KTK,BAHIA,MUNICIPIO,TRANSPORTE,5, 100.000,SMS de Paulo Afonso,BA,23/02/2021
18/02/2021,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1, 20.000,SMS de Palmas De Monte Alto,BA,23/02/2021
18/02/2021,VYAIRE,BAHIA,MUNICIPIO,UTI,2, 120.000,SMS de Palmas De Monte Alto,BA,23/02/2021
18/02/2021,KTK,BAHIA,MUNICIPIO,TRANSPORTE,2, 40.000,SMS de Seabra,BA,23/02/2021
18/02/2021,VYAIRE,BAHIA,MUNICIPIO,UTI,3, 180.000,SMS de Seabra,BA,23/02/2021
18/02/2021,KTK,BAHIA,MUNICIPIO,TRANSPORTE,5, 100.000,SMS de Ilheus,BA,22/02/2021
18/02/2021,VYAIRE,BAHIA,MUNICIPIO,UTI,5, 300.000,SMS de Ilheus,BA,22/02/2021
18/02/2021,KTK,BAHIA,ESTADO,TRANSPORTE,15, 300.000,SMS de Salvador,BA,22/02/2021
18/02/2021,VYAIRE,BAHIA,ESTADO,UTI,15, 900.000,SMS de Salvador,BA,22/02/2021
26/02/2021,KTK,BAHIA,MUNICIPIO,TRANSPORTE,2, 40.000,SMS de Canudos,BA,05/03/2021
26/02/2021,KTK,BAHIA,MUNICIPIO,TRANSPORTE,2, 40.000,HOSPITAL GONCALVES MARTINS,BA,05/03/2021
26/02/2021,KTK,BAHIA,ESTADO,TRANSPORTE,3, 60.000,HOSPITAL PORTUGUES,BA,02/03/2021
26/02/2021,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1, 20.000,HOSPITAL SAO BERNARDO,BA,05/03/2021
26/02/2021,VYAIRE LTV 2200 USA,BAHIA,ESTADO,TRANSPORTE USA,30, 1.893.779,10,SECRETARIA ESTADUAL DE SAUDE BAHIA ALMOXARIFADO,BA,02/03/2021
03/03/2021,KTK,BAHIA,MUNICIPIO,TRANSPORTE,15, 300.000,SMS de Porto Seguro ,BA,05/03/2021
04/03/2021,KTK,BAHIA,MUNICIPIO,TRANSPORTE,3, 60.000,SMS de Cruz Das Almas,BA,07/03/2021
04/03/2021,KTK,BAHIA,MUNICIPIO,TRANSPORTE,5, 100.000,SMS de Vera Cruz,BA,08/03/2021
04/03/2021,KTK,BAHIA,MUNICIPIO,TRANSPORTE,3, 60.000,HOSPITAL MUNICIPAL DR ALTINO LEMOS SANTIAGO,BA,09/03/2021
04/03/2021,KTK,BAHIA,MUNICIPIO,TRANSPORTE,3, 60.000,HOSPITAL MUNICIPAL ANTONIO ALVES MASCANHAS,BA,07/03/2021
04/03/2021,KTK,BAHIA,MUNICIPIO,TRANSPORTE,2, 40.000,SMS de Coracao De Maria,BA,07/03/2021
04/03/2021,KTK,BAHIA,MUNICIPIO,TRANSPORTE,1, 20.000,SECRETARIA MUNICIPAL DE SAUDE DE SANTANA BA,BA,09/03/2021
06/03/2021,LEISTUNG,BAHIA,ESTADO,UTI,30, 1.800.000,SES BAHIA,BA,07/03/2021
11/03/2021,KTK,BAHIA,MUNICIPIO,TRANSPORTE,4, 80.000,HOSPITAL COSTA DOS COQUEIROS ,BA,15/03/2021
11/03/2021,KTK,BAHIA,MUNICIPIO,TRANSPORTE,5, 100.000,SMS de Concei̤̣o Do Almeida,BA,13/03/2021
11/03/2021,KTK,BAHIA,MUNICIPIO,TRANSPORTE,3, 60.000,SMS de Brumado ,BA,14/03/2021
11/03/2021,KTK,BAHIA,MUNICIPIO,TRANSPORTE,5, 100.000,SMS de Itaparica,BA,13/03/2021
11/03/2021,LIFEMED ,BAHIA,MUNICIPIO,UTI,10, 600.000,SES BAHIA,BA,15/03/2021
11/03/2021,KTK,BAHIA,ESTADO,TRANSPORTE,15, 300.000,SECRETARIA MUNICIPAL DE SAUDE DE SALVADOR,BA,15/03/2021
11/03/2021,LIFEMED ,BAHIA,ESTADO,UTI,25, 1.500.000,SECRETARIA MUNICIPAL DE SAUDE DE SALVADOR,BA,15/03/2021
13/03/2021,KTK,BAHIA,ESTADO,TRANSPORTE,15, 300.000,HOSPITAL DE CAMPANHA COVID 19 FONTE NOVA ,BA,15/03/2021
13/03/2021,LIFEMED,BAHIA,ESTADO,UTI,10, 600.000,HOSPITAL DE CAMPANHA COVID 19 FONTE NOVA ,BA,15/03/2021
13/03/2021,KTK,BAHIA,MUNICIPIO,TRANSPORTE,2, 40.000,SMS de Ponto Novo ,BA,16/03/2021
17/03/2021,LIFEMED,BAHIA,MUNICIPIO,UTI,5, 300.000,SMS de Santo Ant̫nio De Jesus,BA,19/03/2021
17/03/2021,LIFEMED,BAHIA,MUNICIPIO,UTI,2, 120.000, SMS de Concei̤̣o Do Jacuibe,BA,19/03/2021
17/03/2021,LIFEMED,BAHIA,MUNICIPIO,UTI,1, 60.000,SMS de Igapoṛ,BA,20/03/2021
17/03/2021,LIFEMED,BAHIA,MUNICIPIO,UTI,2, 120.000,HOSPITAL MATERNIDADE MARIA EUNICE DULTRA SOARES,BA,19/03/2021
17/03/2021,LIFEMED,BAHIA,MUNICIPIO,UTI,3, 180.000,HOSPITAL MARIA MOREIRA LISBOA,BA,22/03/2021
19/03/2021,HORTRON ,BAHIA,MUNICIPIO,UTI,2, 120.000,SMS de Ibicui ,BA,23/03/2021
19/03/2021,HORTRON ,BAHIA,MUNICIPIO,UTI,3, 180.000,SMS de Pinda ,BA,23/03/2021
16/04/2021,LIFEMED ,BAHIA,MUNICIPIO,UTI,2, 120.000,HOSPITAL DE CASTRO ALVES,BA,20/04/2021
16/04/2021,LIFEMED ,BAHIA,MUNICIPIO,UTI,1, 60.000,HOSPITAL MUNICIPAL DR JOSE MARIA DE MAGA,BA,20/04/2021
16/04/2021,LIFEMED ,BAHIA,MUNICIPIO,UTI,1, 60.000,HOSPITAL MUNICIPAL DE IRAMAIA,BA,20/04/2021
16/04/2021,LIFEMED ,BAHIA,MUNICIPIO,UTI,2, 120.000,SMS de Luis Eduardo Magalhaes,BA,20/04/2021
16/04/2021,LIFEMED ,BAHIA,MUNICIPIO,UTI,1, 60.000,HOSPITAL MUNICIPAL FELINTO DA SILVEIRA MAIA,BA,20/04/2021
16/04/2021,LIFEMED ,BAHIA,MUNICIPIO,UTI,1, 60.000,SMS de Anguera,BA,20/04/2021
16/04/2021,LIFEMED ,BAHIA,MUNICIPIO,UTI,1, 60.000,CENTRO DE SAUDE DR WALDIR PIRES,BA,20/04/2021
16/04/2021,LIFEMED ,BAHIA,MUNICIPIO,UTI,1, 60.000,SMS de Serra Preta,BA,20/04/2021
10/04/2020,MAGNAMED,CEARA,ESTADO ,UTI,30, 1.800.000,Hospital Dr. Carlos Alberto Studart Gomes,CE,10/04/2020
18/04/2020,MAGNAMED,CEARA,ESTADO ,TRANSPORTE,15, 724.350,Hospital Dr. Carlos Alberto Studart Gomes,CE,18/04/2020
01/05/2020,LEISTUNG,CEARA,ESTADO,UTI,20, 1.200.000,Secretaria  Estadual de Saude,CE,02/05/2020
01/05/2020,MAGNAMED,CEARA,ESTADO ,TRANSPORTE,10, 482.900,Secretaria  Estadual de Saude,CE,02/05/2020
08/06/2020,LEISTUNG,CEARA,MUNICIPIO,UTI,4, 240.000,Secretaria Municipal de Saude (ICA),CE,10/06/2020
08/06/2020,LEISTUNG,CEARA,MUNICIPIO,UTI,4, 240.000, Secretaria Municipal de Saude (Pacajus),CE,10/06/2020
08/06/2020,WEG,CEARA,MUNICIPIO,UTI,2, 120.000,Secretaria Municipal de Saude (Aracoiaba),CE,10/06/2020
08/06/2020,WEG,CEARA,MUNICIPIO,UTI,3, 180.000,Secretaria Municipal de Saude (Baturit̩),CE,10/06/2020
08/06/2020,WEG,CEARA,MUNICIPIO,UTI,4, 240.000, Secretaria Municipal de Saude (Tiangui) ,CE,10/06/2020
08/06/2020,WEG,CEARA,MUNICIPIO,UTI,5, 300.000,Secretaria Municipal de Saude (Itapipoca) ,CE,10/06/2020
08/06/2020,WEG,CEARA,MUNICIPIO,UTI,4, 240.000,Secretaria Municipal de Saude (Tauru),CE,10/06/2020
12/06/2020,VYAIRE,CEARA,MUNICIPIO,UTI,2, 120.000,Secretaria Municipal de Saude (Morada Nova),CE,15/06/2020
12/06/2020,MAGNAMED,CEARA,MUNICIPIO,TRANSPORTE,2, 96.580,Secretaria Municipal de Saude (Morada Nova),CE,15/06/2020
16/06/2020,VYAIRE,CEARA,MUNICIPIO,UTI,10, 600.000,Secretaria Municipal de Saude (Sobral),CE,18/06/2020
16/06/2020,KTK,CEARA,MUNICIPIO,TRANSPORTE,10, 200.000,Secretaria Municipal de Saude (Sobral),CE,18/06/2020
25/06/2020,WEG,CEARA,MUNICIPIO,UTI,5, 300.000,Secretaria Municipal de Saude  (Sobral),CE,26/06/2020
25/06/2020,MAGNAMED,CEARA,MUNICIPIO,TRANSPORTE,5, 241.450,Secretaria Municipal de Saude  (Sobral),CE,26/06/2020
26/06/2020,VYAIRE,CEARA,MUNICIPIO,UTI,1, 60.000,Secretaria Municipal de Saude (BARBALHA),CE,01/07/2020
26/06/2020,VYAIRE,CEARA,MUNICIPIO,UTI,1, 60.000,Secretaria Municipal de Saude  (CASCAVEL),CE,01/07/2020
26/06/2020,VYAIRE,CEARA,MUNICIPIO,UTI,1, 60.000,Secretaria Municipal de Saude  (CRATIUS),CE,30/06/2020
26/06/2020,MAGNAMED,CEARA,MUNICIPIO,TRANSPORTE,1, 48.290, Secretaria Municipal de Saude (CRATO),CE,30/06/2020
26/06/2020,MAGNAMED,CEARA,MUNICIPIO,TRANSPORTE,10, 482.900,Secretaria Municipal de Saude  (Eus̩bio),CE,30/06/2020
26/06/2020,MAGNAMED,CEARA,MUNICIPIO,TRANSPORTE,10, 482.900,Secretaria Municipal de Saude  (FORTALEZA),CE,30/06/2020
26/06/2020,MAGNAMED,CEARA,MUNICIPIO,TRANSPORTE,4, 193.160,Secretaria Municipal de Saude  (IGUATU),CE,30/06/2020
26/06/2020,VYAIRE,CEARA,MUNICIPIO,UTI,2, 120.000,Secretaria Municipal de Saude (IGUATU),CE,30/06/2020
26/06/2020,MAGNAMED,CEARA,MUNICIPIO,TRANSPORTE,1, 48.290,Secretaria Municipal de Saude (Itapipoca) ,CE,01/07/2020
26/06/2020,MAGNAMED,CEARA,MUNICIPIO,TRANSPORTE,6, 289.740,Secretaria Municipal de Saude (JUAZEIRO DO NORTE),CE,01/07/2020
26/06/2020,VYAIRE,CEARA,MUNICIPIO,UTI,7, 420.000,Secretaria Municipal de Saude (JUAZEIRO DO NORTE),CE,01/07/2020
26/06/2020,MAGNAMED,CEARA,MUNICIPIO,TRANSPORTE,1, 48.290,Secretaria Municipal de Saude (SANTA QUITERIA),CE,01/07/2020
07/07/2020,MAGNAMED,CEARA,MUNICIPIO,TRANSPORTE,10, 482.900,Caucaia - Hospital Municipal Dr. Aberlado Gadelha da Rocha,CE,17/07/2020
07/07/2020,VYAIRE,CEARA,MUNICIPIO,UTI,10, 600.000,Eus̩bio - Hospital Maternidade Dr. Amadeu ,CE,17/07/2020
07/07/2020,VYAIRE,CEARA,MUNICIPIO,UTI,15, 900.000,Fortaleza - Hospital Leonardo da Vinci,CE,16/07/2020
07/07/2020,MAGNAMED,CEARA,MUNICIPIO,TRANSPORTE,15, 724.350,Fortaleza - Hospital Leonardo da Vinci,CE,16/07/2020
